Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,ElectricityBill
14,23.0,3.0,9.0,1.0,0,2,Karachi,K-Electric (KE),394,15501.48
20,22.0,3.0,7.0,1.0,0,12,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),484,20038.34
18,22.0,3.0,4.0,12.0,0,5,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),647,28860.51
6,20.0,1.0,10.0,7.0,0,7,Hyderabad,Hyderabad Electric Supply Company (HESCO),333,12576.95
11,23.0,1.0,21.0,1.0,0,10,Lahore,Lahore Electric Supply Company (LESCO),661,29667.12
22,23.0,0.0,12.0,1.0,0,2,Faisalabad,Faisalabad Electric Supply Company (FESCO),542,23041.99
17,23.0,3.0,7.0,1.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),649,28975.74
23,22.0,1.0,12.0,12.0,0,11,Sargodha,Faisalabad Electric Supply Company (FESCO),558,23877.9
7,17.0,1.0,13.0,1.0,0,5,Multan,Multan Electric Power Company (MEPCO),467,19178.38
22,22.0,2.0,10.0,1.0,0,10,Abbottabad,Peshawar Electric Supply Company (PESCO),651,29090.97
10,19.0,1.0,16.0,1.0,0,12,Islamabad,Islamabad Electric Supply Company (IESCO),439,17761.98
22,22.0,2.0,14.0,1.0,0,10,Quetta,Quetta Electric Supply Company (QESCO),720,33192.03
9,23.0,2.0,11.0,7.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),617,27132.05
21,22.0,2.0,11.0,1.0,0,6,Quetta,Quetta Electric Supply Company (QESCO),511,21422.4
16,23.0,2.0,3.0,1.0,0,9,Hyderabad,Hyderabad Electric Supply Company (HESCO),573,24661.57
18,23.0,2.0,18.0,1.0,0,11,Islamabad,Islamabad Electric Supply Company (IESCO),534,22624.03
22,23.0,2.0,19.0,1.0,0,4,Sialkot,Gujranwala Electric Power Company (GEPCO),744,34725.52
12,22.0,3.0,10.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),424,17003.2
11,23.0,2.0,20.0,1.0,0,4,Sukkur,Sukkur Electric Power Company (SEPCO),581,25085.5
7,19.0,2.0,3.0,1.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),300,10994.82
12,22.0,2.0,10.0,1.0,0,5,Faisalabad,Faisalabad Electric Supply Company (FESCO),357,13727.58
10,20.0,1.0,14.0,1.0,0,1,Rawalpindi,Islamabad Electric Supply Company (IESCO),591,25647.13
10,18.0,2.0,9.0,1.0,0,2,Peshawar,Peshawar Electric Supply Company (PESCO),416,16598.51
13,22.0,3.0,17.0,1.0,0,8,Sargodha,Faisalabad Electric Supply Company (FESCO),636,28226.74
15,23.0,3.0,10.0,12.0,0,6,Rawalpindi,Islamabad Electric Supply Company (IESCO),595,25871.78
10,21.0,3.0,12.0,1.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),625,27592.98
10,23.0,2.0,7.0,7.0,0,5,Karachi,K-Electric (KE),501,20899.95
23,22.0,0.0,7.0,1.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),455,18571.35
16,23.0,3.0,4.0,12.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),513,21526.89
15,23.0,2.0,5.0,1.0,0,1,Abbottabad,Peshawar Electric Supply Company (PESCO),374,14542.62
19,22.0,2.0,17.0,1.0,0,5,Peshawar,Peshawar Electric Supply Company (PESCO),561,24034.64
10,18.0,2.0,11.0,1.0,0,8,Gwadar,Quetta Electric Supply Company (QESCO),546,23250.97
21,23.0,0.0,20.0,1.0,0,5,Sukkur,Sukkur Electric Power Company (SEPCO),716,32936.45
10,19.0,1.0,19.0,1.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),402,15890.31
20,22.0,3.0,8.0,12.0,0,6,Quetta,Quetta Electric Supply Company (QESCO),604,26383.05
10,23.0,2.0,4.0,1.0,0,9,Sukkur,Sukkur Electric Power Company (SEPCO),552,23564.43
23,22.0,1.0,17.0,1.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),675,30473.74
15,22.0,2.0,6.0,1.0,0,12,Faisalabad,Faisalabad Electric Supply Company (FESCO),435,17559.64
7,22.0,0.0,15.0,1.0,0,11,Multan,Multan Electric Power Company (MEPCO),355,13631.7
17,23.0,3.0,12.0,1.0,0,2,Karachi,K-Electric (KE),449,18267.84
19,22.0,2.0,7.0,1.0,0,4,Multan,Multan Electric Power Company (MEPCO),439,17761.98
19,22.0,1.0,17.0,1.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),659,29551.89
21,23.0,3.0,13.0,12.0,0,2,Hyderabad,Hyderabad Electric Supply Company (HESCO),692,31453.2
16,22.0,3.0,21.0,12.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),785,37345.24
14,22.0,2.0,18.0,1.0,0,4,Karachi,K-Electric (KE),432,17407.88
21,23.0,3.0,19.0,1.0,0,2,Gwadar,Quetta Electric Supply Company (QESCO),571,24557.08
18,23.0,2.0,12.0,1.0,0,9,Quetta,Quetta Electric Supply Company (QESCO),464,19026.62
7,23.0,1.0,17.0,1.0,0,3,Bahawalpur,Multan Electric Power Company (MEPCO),431,17357.3
21,22.0,1.0,7.0,1.0,0,9,Faisalabad,Faisalabad Electric Supply Company (FESCO),483,19987.75
14,22.0,3.0,18.0,12.0,0,1,Quetta,Quetta Electric Supply Company (QESCO),806,38687.04
20,23.0,3.0,11.0,1.0,0,9,Lahore,Lahore Electric Supply Company (LESCO),465,19077.21
7,23.0,1.0,22.0,1.0,0,7,Bahawalpur,Multan Electric Power Company (MEPCO),486,20139.51
17,22.0,3.0,17.0,1.0,0,11,Bahawalpur,Multan Electric Power Company (MEPCO),591,25647.13
11,23.0,0.0,13.0,1.0,0,8,Faisalabad,Faisalabad Electric Supply Company (FESCO),480,19836.0
23,23.0,2.0,10.0,1.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),536,22728.52
22,22.0,2.0,16.0,1.0,0,1,Hyderabad,Hyderabad Electric Supply Company (HESCO),498,20746.54
19,23.0,2.0,8.0,1.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),470,19330.14
11,23.0,1.0,22.0,1.0,0,10,Hyderabad,Hyderabad Electric Supply Company (HESCO),716,32936.45
20,23.0,1.0,15.0,12.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),802,38431.46
10,19.0,3.0,20.0,1.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),470,19330.14
5,22.0,3.0,9.0,7.0,0,6,Abbottabad,Peshawar Electric Supply Company (PESCO),410,16295.0
15,23.0,0.0,5.0,1.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),308,11378.37
5,22.0,2.0,16.0,1.0,0,3,Karachi,K-Electric (KE),486,20139.51
12,22.0,0.0,11.0,1.0,0,7,Islamabad,Islamabad Electric Supply Company (IESCO),578,24922.8
11,23.0,1.0,12.0,1.0,0,1,Hyderabad,Hyderabad Electric Supply Company (HESCO),502,20952.2
7,18.0,2.0,3.0,1.0,0,12,Faisalabad,Faisalabad Electric Supply Company (FESCO),230,8044.43
9,19.0,2.0,15.0,1.0,0,1,Gwadar,Quetta Electric Supply Company (QESCO),419,16750.27
23,23.0,3.0,22.0,12.0,0,5,Abbottabad,Peshawar Electric Supply Company (PESCO),709,32489.18
9,19.0,3.0,22.0,1.0,0,2,Karachi,K-Electric (KE),618,27189.67
22,22.0,3.0,17.0,1.0,0,9,Karachi,K-Electric (KE),584,25253.98
18,23.0,2.0,8.0,12.0,0,7,Multan,Multan Electric Power Company (MEPCO),738,34342.15
8,17.0,1.0,17.0,1.0,0,10,Sialkot,Gujranwala Electric Power Company (GEPCO),333,12576.95
9,19.0,3.0,16.0,1.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),552,23564.43
23,23.0,2.0,5.0,12.0,0,6,Rawalpindi,Islamabad Electric Supply Company (IESCO),575,24766.06
18,23.0,1.0,21.0,1.0,0,8,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),594,25815.62
18,22.0,3.0,10.0,12.0,0,10,Quetta,Quetta Electric Supply Company (QESCO),802,38431.46
15,23.0,3.0,15.0,12.0,0,10,Abbottabad,Peshawar Electric Supply Company (PESCO),647,28860.51
18,22.0,1.0,17.0,1.0,0,11,Lahore,Lahore Electric Supply Company (LESCO),554,23668.92
11,23.0,0.0,20.0,12.0,0,7,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),557,23825.66
9,23.0,3.0,3.0,1.0,0,1,Sargodha,Faisalabad Electric Supply Company (FESCO),520,21892.6
22,23.0,3.0,9.0,1.0,0,12,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),454,18520.77
12,23.0,2.0,10.0,1.0,0,7,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),602,26267.82
21,22.0,0.0,9.0,1.0,0,4,Sargodha,Faisalabad Electric Supply Company (FESCO),589,25534.8
7,17.0,3.0,19.0,1.0,0,12,Bahawalpur,Multan Electric Power Company (MEPCO),369,14302.9
22,22.0,3.0,7.0,1.0,0,9,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),474,19532.48
5,20.0,2.0,14.0,1.0,0,4,Lahore,Lahore Electric Supply Company (LESCO),567,24348.1
8,19.0,3.0,18.0,1.0,0,8,Rawalpindi,Islamabad Electric Supply Company (IESCO),553,23616.68
21,22.0,1.0,14.0,12.0,0,12,Islamabad,Islamabad Electric Supply Company (IESCO),576,24818.31
11,22.0,3.0,19.0,1.0,0,1,Sukkur,Sukkur Electric Power Company (SEPCO),687,31165.12
23,23.0,1.0,21.0,1.0,0,7,Karachi,K-Electric (KE),534,22624.03
14,23.0,3.0,5.0,1.0,0,10,Karachi,K-Electric (KE),404,15991.48
11,22.0,2.0,10.0,1.0,0,3,Multan,Multan Electric Power Company (MEPCO),566,24295.86
8,19.0,2.0,6.0,7.0,0,12,Multan,Multan Electric Power Company (MEPCO),480,19836.0
6,18.0,3.0,6.0,7.0,0,3,Bahawalpur,Multan Electric Power Company (MEPCO),409,16244.41
5,20.0,2.0,6.0,1.0,0,3,Islamabad,Islamabad Electric Supply Company (IESCO),379,14782.33
10,23.0,0.0,20.0,1.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),525,22153.83
16,22.0,1.0,6.0,1.0,0,10,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),316,11761.92
18,23.0,1.0,12.0,1.0,0,7,Lahore,Lahore Electric Supply Company (LESCO),635,28169.13
5,23.0,0.0,20.0,1.0,0,8,Karachi,K-Electric (KE),591,25647.13
11,22.0,1.0,10.0,12.0,0,8,Sargodha,Faisalabad Electric Supply Company (FESCO),686,31107.51
14,23.0,0.0,16.0,12.0,0,10,Gwadar,Quetta Electric Supply Company (QESCO),697,31741.27
16,22.0,2.0,3.0,12.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),483,19987.75
17,22.0,2.0,7.0,1.0,0,4,Sukkur,Sukkur Electric Power Company (SEPCO),576,24818.31
11,23.0,2.0,18.0,1.0,0,4,Rawalpindi,Islamabad Electric Supply Company (IESCO),442,17913.74
5,22.0,2.0,18.0,7.0,0,5,Sargodha,Faisalabad Electric Supply Company (FESCO),694,31568.43
6,17.0,2.0,21.0,1.0,0,7,Multan,Multan Electric Power Company (MEPCO),607,26555.9
23,22.0,1.0,10.0,12.0,0,5,Sargodha,Faisalabad Electric Supply Company (FESCO),687,31165.12
11,22.0,0.0,16.0,12.0,0,1,Rawalpindi,Islamabad Electric Supply Company (IESCO),543,23094.23
6,20.0,1.0,9.0,1.0,0,3,Islamabad,Islamabad Electric Supply Company (IESCO),409,16244.41
11,23.0,3.0,11.0,12.0,0,1,Sargodha,Faisalabad Electric Supply Company (FESCO),575,24766.06
13,23.0,2.0,11.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),437,17660.81
11,23.0,3.0,16.0,1.0,0,2,Karachi,K-Electric (KE),630,27881.05
11,22.0,3.0,14.0,12.0,0,6,Sargodha,Faisalabad Electric Supply Company (FESCO),569,24452.59
6,20.0,3.0,11.0,1.0,0,6,Sargodha,Faisalabad Electric Supply Company (FESCO),355,13631.7
10,19.0,1.0,14.0,1.0,0,3,Rawalpindi,Islamabad Electric Supply Company (IESCO),440,17812.57
13,23.0,0.0,17.0,1.0,0,1,Peshawar,Peshawar Electric Supply Company (PESCO),441,17863.15
11,23.0,0.0,9.0,1.0,0,3,Islamabad,Islamabad Electric Supply Company (IESCO),466,19127.8
8,22.0,2.0,13.0,7.0,0,11,Faisalabad,Faisalabad Electric Supply Company (FESCO),587,25422.47
8,20.0,2.0,12.0,1.0,0,8,Islamabad,Islamabad Electric Supply Company (IESCO),570,24504.84
15,22.0,3.0,3.0,1.0,0,11,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),416,16598.51
12,22.0,2.0,15.0,1.0,0,1,Abbottabad,Peshawar Electric Supply Company (PESCO),639,28399.59
10,18.0,3.0,17.0,1.0,0,9,Bahawalpur,Multan Electric Power Company (MEPCO),617,27132.05
10,22.0,3.0,13.0,1.0,0,9,Quetta,Quetta Electric Supply Company (QESCO),563,24139.13
18,23.0,0.0,14.0,1.0,0,3,Quetta,Quetta Electric Supply Company (QESCO),476,19633.65
13,22.0,2.0,19.0,1.0,0,1,Quetta,Quetta Electric Supply Company (QESCO),668,30070.43
17,23.0,0.0,18.0,1.0,0,8,Hyderabad,Hyderabad Electric Supply Company (HESCO),670,30185.66
9,23.0,3.0,3.0,1.0,0,3,Lahore,Lahore Electric Supply Company (LESCO),550,23459.94
23,23.0,2.0,12.0,12.0,0,8,Hyderabad,Hyderabad Electric Supply Company (HESCO),736,34214.36
14,22.0,1.0,19.0,1.0,0,12,Karachi,K-Electric (KE),470,19330.14
21,22.0,0.0,15.0,12.0,0,5,Gwadar,Quetta Electric Supply Company (QESCO),629,27823.44
17,23.0,2.0,15.0,12.0,0,6,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),591,25647.13
22,22.0,2.0,19.0,1.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),709,32489.18
9,20.0,0.0,8.0,1.0,0,6,Islamabad,Islamabad Electric Supply Company (IESCO),398,15693.25
23,23.0,3.0,17.0,1.0,0,10,Bahawalpur,Multan Electric Power Company (MEPCO),589,25534.8
13,23.0,0.0,9.0,1.0,0,2,Lahore,Lahore Electric Supply Company (LESCO),468,19228.97
5,23.0,1.0,19.0,1.0,0,7,Sukkur,Sukkur Electric Power Company (SEPCO),387,15165.88
19,22.0,1.0,17.0,12.0,0,5,Sialkot,Gujranwala Electric Power Company (GEPCO),746,34853.31
7,19.0,0.0,14.0,1.0,0,7,Hyderabad,Hyderabad Electric Supply Company (HESCO),327,12289.29
16,23.0,3.0,17.0,1.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),598,26040.27
18,23.0,1.0,9.0,1.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),370,14350.85
17,22.0,3.0,16.0,1.0,0,9,Rawalpindi,Islamabad Electric Supply Company (IESCO),489,20291.27
8,18.0,1.0,16.0,7.0,0,7,Sialkot,Gujranwala Electric Power Company (GEPCO),424,17003.2
17,23.0,3.0,7.0,1.0,0,8,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),414,16497.34
12,23.0,0.0,12.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),552,23564.43
15,22.0,2.0,9.0,1.0,0,6,Rawalpindi,Islamabad Electric Supply Company (IESCO),416,16598.51
22,22.0,3.0,13.0,1.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),685,31049.89
16,23.0,1.0,5.0,1.0,0,1,Sialkot,Gujranwala Electric Power Company (GEPCO),507,21213.42
13,22.0,0.0,13.0,1.0,0,5,Sargodha,Faisalabad Electric Supply Company (FESCO),474,19532.48
18,23.0,1.0,3.0,1.0,0,1,Hyderabad,Hyderabad Electric Supply Company (HESCO),573,24661.57
21,22.0,1.0,11.0,1.0,0,4,Rawalpindi,Islamabad Electric Supply Company (IESCO),597,25984.1
22,22.0,1.0,13.0,1.0,0,5,Bahawalpur,Multan Electric Power Company (MEPCO),686,31107.51
10,22.0,3.0,17.0,1.0,0,11,Peshawar,Peshawar Electric Supply Company (PESCO),455,18571.35
8,21.0,0.0,22.0,7.0,0,9,Karachi,K-Electric (KE),452,18419.6
16,22.0,0.0,15.0,1.0,0,10,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),482,19937.17
18,22.0,1.0,4.0,1.0,0,3,Multan,Multan Electric Power Company (MEPCO),445,18065.5
22,22.0,0.0,8.0,1.0,0,8,Sargodha,Faisalabad Electric Supply Company (FESCO),423,16952.61
6,19.0,3.0,4.0,1.0,0,7,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),320,11953.69
11,22.0,1.0,8.0,1.0,0,1,Islamabad,Islamabad Electric Supply Company (IESCO),545,23198.72
5,21.0,2.0,7.0,1.0,0,7,Karachi,K-Electric (KE),339,12864.61
6,20.0,1.0,15.0,1.0,0,10,Gwadar,Quetta Electric Supply Company (QESCO),579,24975.04
11,22.0,3.0,10.0,1.0,0,4,Quetta,Quetta Electric Supply Company (QESCO),446,18116.08
22,23.0,0.0,19.0,1.0,0,6,Lahore,Lahore Electric Supply Company (LESCO),587,25422.47
19,23.0,1.0,20.0,12.0,0,10,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),706,32297.49
18,23.0,0.0,11.0,1.0,0,4,Sargodha,Faisalabad Electric Supply Company (FESCO),552,23564.43
11,23.0,2.0,21.0,12.0,0,8,Islamabad,Islamabad Electric Supply Company (IESCO),802,38431.46
11,23.0,2.0,12.0,1.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),619,27247.28
13,23.0,0.0,22.0,1.0,0,10,Karachi,K-Electric (KE),431,17357.3
14,22.0,1.0,21.0,1.0,0,11,Islamabad,Islamabad Electric Supply Company (IESCO),596,25927.94
8,18.0,2.0,20.0,1.0,0,3,Hyderabad,Hyderabad Electric Supply Company (HESCO),452,18419.6
22,22.0,2.0,4.0,1.0,0,4,Sialkot,Gujranwala Electric Power Company (GEPCO),379,14782.33
5,20.0,0.0,5.0,1.0,0,8,Quetta,Quetta Electric Supply Company (QESCO),259,9266.74
9,23.0,1.0,7.0,1.0,0,9,Gwadar,Quetta Electric Supply Company (QESCO),331,12481.06
19,22.0,1.0,17.0,1.0,0,7,Multan,Multan Electric Power Company (MEPCO),668,30070.43
18,23.0,1.0,22.0,1.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),541,22989.74
11,22.0,0.0,12.0,1.0,0,7,Rawalpindi,Islamabad Electric Supply Company (IESCO),438,17711.4
21,23.0,3.0,10.0,1.0,0,8,Lahore,Lahore Electric Supply Company (LESCO),675,30473.74
10,22.0,2.0,4.0,1.0,0,11,Quetta,Quetta Electric Supply Company (QESCO),407,16143.24
12,23.0,0.0,3.0,1.0,0,3,Sukkur,Sukkur Electric Power Company (SEPCO),269,9688.22
14,22.0,1.0,19.0,1.0,0,11,Hyderabad,Hyderabad Electric Supply Company (HESCO),535,22676.27
15,23.0,2.0,16.0,1.0,0,1,Gwadar,Quetta Electric Supply Company (QESCO),510,21370.16
12,23.0,3.0,15.0,12.0,0,4,Abbottabad,Peshawar Electric Supply Company (PESCO),671,30243.28
23,23.0,2.0,16.0,12.0,0,12,Lahore,Lahore Electric Supply Company (LESCO),810,38942.62
21,23.0,0.0,11.0,12.0,0,4,Multan,Multan Electric Power Company (MEPCO),482,19937.17
9,18.0,0.0,9.0,1.0,0,12,Hyderabad,Hyderabad Electric Supply Company (HESCO),373,14494.67
8,21.0,3.0,19.0,1.0,0,12,Abbottabad,Peshawar Electric Supply Company (PESCO),537,22780.76
10,18.0,2.0,22.0,1.0,0,5,Bahawalpur,Multan Electric Power Company (MEPCO),507,21213.42
8,20.0,3.0,19.0,1.0,0,1,Rawalpindi,Islamabad Electric Supply Company (IESCO),598,26040.27
7,22.0,3.0,18.0,1.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),510,21370.16
9,17.0,1.0,12.0,1.0,0,9,Quetta,Quetta Electric Supply Company (QESCO),488,20240.68
16,22.0,3.0,21.0,1.0,0,11,Sukkur,Sukkur Electric Power Company (SEPCO),713,32744.76
23,23.0,1.0,5.0,12.0,0,7,Gwadar,Quetta Electric Supply Company (QESCO),493,20493.61
14,22.0,3.0,16.0,1.0,0,10,Sialkot,Gujranwala Electric Power Company (GEPCO),633,28053.9
10,19.0,1.0,12.0,1.0,0,10,Quetta,Quetta Electric Supply Company (QESCO),284,10320.45
16,22.0,1.0,5.0,1.0,0,3,Karachi,K-Electric (KE),468,19228.97
14,22.0,3.0,20.0,1.0,0,12,Bahawalpur,Multan Electric Power Company (MEPCO),513,21526.89
6,20.0,3.0,19.0,7.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),587,25422.47
22,22.0,1.0,12.0,1.0,0,1,Sialkot,Gujranwala Electric Power Company (GEPCO),413,16446.75
18,23.0,3.0,9.0,1.0,0,5,Bahawalpur,Multan Electric Power Company (MEPCO),515,21631.38
16,23.0,1.0,17.0,12.0,0,10,Islamabad,Islamabad Electric Supply Company (IESCO),761,35811.74
7,18.0,1.0,16.0,1.0,0,4,Sukkur,Sukkur Electric Power Company (SEPCO),439,17761.98
20,22.0,0.0,18.0,12.0,0,3,Rawalpindi,Islamabad Electric Supply Company (IESCO),607,26555.9
14,23.0,2.0,15.0,1.0,0,3,Faisalabad,Faisalabad Electric Supply Company (FESCO),465,19077.21
5,17.0,1.0,19.0,1.0,0,6,Lahore,Lahore Electric Supply Company (LESCO),406,16092.65
11,23.0,0.0,5.0,1.0,0,6,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),506,21161.18
19,23.0,2.0,18.0,1.0,0,7,Peshawar,Peshawar Electric Supply Company (PESCO),696,31683.66
21,23.0,2.0,13.0,1.0,0,2,Sialkot,Gujranwala Electric Power Company (GEPCO),495,20594.78
13,23.0,1.0,17.0,1.0,0,12,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),551,23512.19
12,22.0,0.0,17.0,1.0,0,4,Rawalpindi,Islamabad Electric Supply Company (IESCO),569,24452.59
11,23.0,2.0,7.0,12.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),595,25871.78
7,21.0,0.0,10.0,1.0,0,2,Karachi,K-Electric (KE),331,12481.06
23,23.0,2.0,14.0,12.0,0,11,Faisalabad,Faisalabad Electric Supply Company (FESCO),600,26152.59
22,23.0,1.0,7.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),363,14015.24
18,23.0,2.0,5.0,12.0,0,10,Rawalpindi,Islamabad Electric Supply Company (IESCO),600,26152.59
18,22.0,0.0,13.0,1.0,0,10,Hyderabad,Hyderabad Electric Supply Company (HESCO),498,20746.54
18,22.0,0.0,14.0,12.0,0,7,Faisalabad,Faisalabad Electric Supply Company (FESCO),538,22833.01
10,17.0,2.0,13.0,1.0,0,3,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),437,17660.81
7,19.0,2.0,20.0,7.0,0,7,Islamabad,Islamabad Electric Supply Company (IESCO),569,24452.59
19,23.0,3.0,21.0,1.0,0,4,Peshawar,Peshawar Electric Supply Company (PESCO),537,22780.76
8,18.0,1.0,7.0,1.0,0,4,Islamabad,Islamabad Electric Supply Company (IESCO),239,8423.77
21,23.0,3.0,21.0,1.0,0,5,Islamabad,Islamabad Electric Supply Company (IESCO),657,29436.66
21,23.0,1.0,5.0,1.0,0,1,Peshawar,Peshawar Electric Supply Company (PESCO),416,16598.51
21,23.0,1.0,16.0,1.0,0,1,Lahore,Lahore Electric Supply Company (LESCO),713,32744.76
10,22.0,2.0,4.0,7.0,0,12,Sukkur,Sukkur Electric Power Company (SEPCO),405,16042.07
23,23.0,1.0,19.0,1.0,0,9,Abbottabad,Peshawar Electric Supply Company (PESCO),700,31914.12
20,22.0,0.0,10.0,1.0,0,10,Peshawar,Peshawar Electric Supply Company (PESCO),595,25871.78
19,23.0,3.0,5.0,1.0,0,8,Sargodha,Faisalabad Electric Supply Company (FESCO),610,26728.75
14,22.0,0.0,6.0,1.0,0,2,Islamabad,Islamabad Electric Supply Company (IESCO),278,10067.56
9,18.0,1.0,18.0,1.0,0,1,Faisalabad,Faisalabad Electric Supply Company (FESCO),440,17812.57
6,22.0,3.0,5.0,1.0,0,1,Bahawalpur,Multan Electric Power Company (MEPCO),568,24400.35
18,23.0,1.0,12.0,1.0,0,2,Hyderabad,Hyderabad Electric Supply Company (HESCO),600,26152.59
9,17.0,1.0,12.0,1.0,0,7,Quetta,Quetta Electric Supply Company (QESCO),406,16092.65
9,19.0,2.0,9.0,1.0,0,9,Karachi,K-Electric (KE),512,21474.65
7,22.0,3.0,13.0,1.0,0,1,Sialkot,Gujranwala Electric Power Company (GEPCO),471,19380.72
14,22.0,2.0,21.0,12.0,0,12,Peshawar,Peshawar Electric Supply Company (PESCO),602,26267.82
18,22.0,2.0,22.0,1.0,0,4,Karachi,K-Electric (KE),691,31395.58
9,23.0,3.0,19.0,1.0,0,5,Hyderabad,Hyderabad Electric Supply Company (HESCO),541,22989.74
7,23.0,2.0,12.0,1.0,0,12,Gwadar,Quetta Electric Supply Company (QESCO),594,25815.62
16,23.0,2.0,14.0,12.0,0,10,Lahore,Lahore Electric Supply Company (LESCO),599,26096.43
16,23.0,2.0,20.0,12.0,0,6,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),687,31165.12
10,18.0,2.0,7.0,1.0,0,4,Peshawar,Peshawar Electric Supply Company (PESCO),254,9055.99
8,23.0,1.0,12.0,1.0,0,6,Rawalpindi,Islamabad Electric Supply Company (IESCO),456,18621.94
12,23.0,3.0,11.0,1.0,0,7,Sargodha,Faisalabad Electric Supply Company (FESCO),478,19734.82
8,17.0,1.0,21.0,7.0,0,2,Lahore,Lahore Electric Supply Company (LESCO),490,20341.85
14,23.0,3.0,10.0,1.0,0,11,Bahawalpur,Multan Electric Power Company (MEPCO),517,21735.87
20,22.0,3.0,18.0,1.0,0,3,Gwadar,Quetta Electric Supply Company (QESCO),536,22728.52
20,23.0,2.0,20.0,1.0,0,1,Abbottabad,Peshawar Electric Supply Company (PESCO),662,29724.74
15,22.0,0.0,9.0,1.0,0,5,Lahore,Lahore Electric Supply Company (LESCO),485,20088.92
13,22.0,3.0,21.0,1.0,0,10,Abbottabad,Peshawar Electric Supply Company (PESCO),585,25310.15
22,22.0,1.0,21.0,1.0,0,5,Lahore,Lahore Electric Supply Company (LESCO),610,26728.75
18,22.0,1.0,10.0,1.0,0,9,Sialkot,Gujranwala Electric Power Company (GEPCO),364,14063.19
13,22.0,2.0,22.0,1.0,0,7,Gwadar,Quetta Electric Supply Company (QESCO),722,33319.82
23,22.0,3.0,5.0,1.0,0,4,Lahore,Lahore Electric Supply Company (LESCO),628,27765.82
13,23.0,3.0,8.0,1.0,0,3,Multan,Multan Electric Power Company (MEPCO),444,18014.91
7,18.0,1.0,10.0,7.0,0,10,Multan,Multan Electric Power Company (MEPCO),547,23303.21
23,23.0,3.0,18.0,1.0,0,10,Sargodha,Faisalabad Electric Supply Company (FESCO),592,25703.29
14,22.0,3.0,3.0,1.0,0,3,Hyderabad,Hyderabad Electric Supply Company (HESCO),483,19987.75
10,20.0,2.0,5.0,7.0,0,12,Mirpur (AJK),Islamabad Electric Supply Company (IESCO),440,17812.57
15,22.0,3.0,20.0,1.0,0,4,Sargodha,Faisalabad Electric Supply Company (FESCO),745,34789.42
12,23.0,3.0,19.0,12.0,0,2,Rawalpindi,Islamabad Electric Supply Company (IESCO),688,31222.74
15,22.0,1.0,12.0,1.0,0,6,Faisalabad,Faisalabad Electric Supply Company (FESCO),447,18166.67
